Case_ID,Created_Date,Assigned_Date,Resolved_Date,Case_Type,Priority,Assigned_Team,Assigned_Analyst,Routing_Method,Reassignment_Count,Current_Status,SLA_Target_Hours,SLA_Met,Root_Cause,Reopened_Flag,Customer_Segment,Documentation_Gap,Policy_Exception,Historical_Rework_Risk,Estimated_Work_Hours,Assignment_Lag_Hours,Resolution_Hours,Handling_Hours,SLA_Met_Calculated,SLA_Breach_Hours,Score_Case_Type,Score_Priority,Score_Documentation_Gap,Score_Policy_Exception,Score_Rework_Risk,Complexity_Score,Complexity_Band
CS-2026-011797,2026-05-01 09:00:00,2026-05-01 09:46:00,2026-05-02 03:44:00,Benefits Inquiry,Standard,TEAM-03,AN-018,Auto-Routed,0.0,Resolved,48,Yes,Incorrect initial routing,Yes,Individual,No,No,No,3.83,0.77,18.73,17.97,Yes,,13,11,0,0,0,24,Low
CS-2026-003941,2026-06-20 11:45:00,2026-06-20 14:50:00,2026-06-21 03:38:00,Enrollment Change,Standard,TEAM-03,AN-019,Manual Triage,0.0,Resolved,24,Yes,No issue identified,Yes,Individual,Yes,No,No,3.61,3.08,15.88,12.8,Yes,,9,11,20,0,0,40,Moderate
CS-2026-014574,2026-01-29 09:00:00,2026-01-29 14:47:00,2026-02-01 19:21:00,Billing Correction,Standard,TEAM-05,AN-028,Analyst Self-Select,0.0,Resolved,72,No,Missing documentation,Yes,Mid-Market,Yes,Yes,No,6.72,5.78,82.35,76.57,No,10.35,17,11,20,15,0,63,High
CS-2026-002160,2026-03-21 08:00:00,2026-03-21 08:21:00,2026-03-22 23:28:00,Benefits Inquiry,Urgent,TEAM-02,AN-015,Auto-Routed,1.0,Resolved,48,Yes,Missing documentation,No,Small Group,Yes,No,No,9.73,0.35,39.47,39.12,Yes,,13,25,20,0,0,58,High
CS-2026-006919,2026-03-17 14:15:00,2026-03-17 15:10:00,2026-03-21 05:47:00,Billing Correction,Low,TEAM-05,AN-029,Auto-Routed,0.0,Resolved,72,No,Policy exception required,No,Small Group,No,Yes,Yes,8.65,0.92,87.53,86.62,No,15.53,17,5,0,15,10,47,Moderate
CS-2026-000878,2026-03-19 15:00:00,2026-03-19 15:10:00,2026-03-20 09:31:00,Billing Correction,Standard,TEAM-05,AN-031,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Individual,No,No,No,2.73,0.17,18.52,18.35,Yes,,17,11,0,0,0,28,Low
CS-2026-002682,2026-05-08 13:15:00,2026-05-08 18:16:00,2026-05-10 02:18:00,Benefits Inquiry,Standard,TEAM-03,AN-022,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Enterprise,Yes,No,Yes,3.55,5.02,37.05,32.03,Yes,,13,11,20,0,10,54,Moderate
CS-2026-011712,2026-01-27 17:00:00,2026-01-27 17:55:00,2026-01-31 11:35:00,Claims Dispute,Low,TEAM-02,AN-011,Auto-Routed,0.0,Resolved,72,No,Policy exception required,No,Small Group,No,Yes,No,8.98,0.92,90.58,89.67,No,18.58,26,5,0,15,0,46,Moderate
CS-2026-012812,2026-05-08 17:00:00,2026-05-08 20:14:00,2026-05-10 04:01:00,Claims Dispute,Low,TEAM-02,AN-014,Manual Triage,0.0,Resolved,72,Yes,No issue identified,No,Enterprise,No,No,No,6.15,3.23,35.02,31.78,Yes,,26,5,0,0,0,31,Moderate
CS-2026-014918,2026-02-13 12:45:00,2026-02-13 15:40:00,2026-02-15 17:07:00,Claims Dispute,High,TEAM-02,AN-013,Auto-Routed,1.0,Resolved,72,Yes,Incorrect initial routing,No,Individual,No,No,No,7.9,2.92,52.37,49.45,Yes,,26,19,0,0,0,45,Moderate
CS-2026-012329,2026-04-01 17:00:00,2026-04-01 19:54:00,2026-04-04 09:12:00,Benefits Inquiry,Standard,TEAM-01,AN-006,Manual Triage,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,No,No,6.39,2.9,64.2,61.3,No,16.2,13,11,20,0,0,44,Moderate
CS-2026-009365,2026-05-27 16:45:00,2026-05-27 18:52:00,2026-05-29 09:22:00,Billing Correction,Standard,TEAM-05,AN-033,Auto-Routed,1.0,Resolved,72,Yes,Incorrect initial routing,No,Individual,No,No,No,6.64,2.12,40.62,38.5,Yes,,17,11,0,0,0,28,Low
CS-2026-000046,2026-01-22 17:00:00,2026-01-22 17:23:00,2026-01-23 17:19:00,Billing Correction,High,TEAM-05,AN-031,Auto-Routed,1.0,Resolved,72,Yes,Policy exception required,No,Mid-Market,No,No,No,4.96,0.38,24.32,23.93,Yes,,17,19,0,0,0,36,Moderate
CS-2026-008643,2026-06-07 14:00:00,2026-06-07 19:44:00,2026-06-09 03:37:00,Benefits Inquiry,Standard,TEAM-01,AN-005,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Individual,No,No,No,3.78,5.73,37.62,31.88,Yes,,13,11,0,0,0,24,Low
CS-2026-008802,2026-06-24 07:00:00,2026-06-24 10:47:00,2026-06-25 01:18:00,Benefits Inquiry,High,TEAM-01,AN-002,Manual Triage,0.0,Resolved,48,Yes,Complex eligibility,No,Enterprise,No,No,No,2.54,3.78,18.3,14.52,Yes,,13,19,0,0,0,32,Moderate
CS-2026-002561,2026-01-05 12:45:00,2026-01-05 17:11:00,2026-01-08 19:52:00,Authorization Review,Standard,TEAM-04,AN-024,Manual Triage,0.0,Resolved,48,No,Incorrect initial routing,No,Small Group,No,No,No,5.89,4.43,79.12,74.68,No,31.12,22,11,0,0,0,33,Moderate
CS-2026-003569,2026-06-14 16:15:00,2026-06-14 18:34:00,2026-06-17 10:00:00,Billing Correction,Low,TEAM-05,AN-030,Auto-Routed,2.0,Resolved,72,Yes,Complex eligibility,No,Small Group,No,No,Yes,7.62,2.32,65.75,63.43,Yes,,17,5,0,0,10,32,Moderate
CS-2026-001450,2026-01-04 12:30:00,2026-01-04 18:51:00,2026-01-10 03:02:00,Coverage Termination,Low,TEAM-01,AN-007,Manual Triage,1.0,Resolved,96,No,Missing documentation,No,Mid-Market,No,No,No,11.07,6.35,134.53,128.18,No,38.53,30,5,0,0,0,35,Moderate
CS-2026-015592,2026-06-15 09:45:00,2026-06-15 14:04:00,2026-06-16 10:16:00,Enrollment Change,Low,TEAM-03,AN-017,Auto-Routed,0.0,Resolved,24,No,Not Recorded,Yes,Small Group,No,No,Yes,1.95,4.32,24.52,20.2,No,0.52,9,5,0,0,10,24,Low
CS-2026-006640,2026-04-29 11:00:00,2026-04-29 11:46:00,2026-05-01 04:13:00,Benefits Inquiry,High,TEAM-02,AN-011,Auto-Routed,0.0,Resolved,48,Yes,External party delay,No,Mid-Market,No,Yes,No,5.83,0.77,41.22,40.45,Yes,,13,19,0,15,0,47,Moderate
CS-2026-014953,2026-03-12 16:45:00,2026-03-12 19:30:00,2026-03-19 11:17:00,Claims Dispute,Low,TEAM-02,AN-010,Manual Triage,0.0,Resolved,72,No,Complex eligibility,No,Individual,No,No,Yes,9.82,2.75,162.53,159.78,No,90.53,26,5,0,0,10,41,Moderate
CS-2026-005610,2026-04-11 09:45:00,2026-04-11 10:11:00,2026-04-12 06:28:00,Benefits Inquiry,High,TEAM-01,AN-007,Auto-Routed,1.0,Resolved,48,Yes,Complex eligibility,No,Individual,No,No,No,6.35,0.43,20.72,20.28,Yes,,13,19,0,0,0,32,Moderate
CS-2026-001447,2026-05-22 15:30:00,2026-05-22 15:33:00,2026-05-24 11:42:00,Claims Dispute,Urgent,TEAM-02,AN-013,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Enterprise,No,No,No,6.67,0.05,44.2,44.15,Yes,,26,25,0,0,0,51,Moderate
CS-2026-015544,2026-01-08 16:00:00,2026-01-08 16:04:00,2026-01-09 01:37:00,Enrollment Change,Urgent,TEAM-03,AN-019,Manual Triage,0.0,Resolved,24,Yes,System data gap,No,Mid-Market,No,No,No,2.56,0.07,9.62,9.55,Yes,,9,25,0,0,0,34,Moderate
CS-2026-000655,2026-06-21 11:30:00,2026-06-21 13:53:00,2026-06-24 00:44:00,Claims Dispute,Standard,TEAM-04,AN-025,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Individual,No,No,Yes,4.76,2.38,61.23,58.85,Yes,,26,11,0,0,10,47,Moderate
CS-2026-000325,2026-03-16 08:30:00,2026-03-16 09:04:00,2026-03-17 07:51:00,Benefits Inquiry,High,TEAM-01,AN-008,Auto-Routed,1.0,Resolved,48,Yes,Incorrect initial routing,No,Mid-Market,No,No,No,5.56,0.57,23.35,22.78,Yes,,13,19,0,0,0,32,Moderate
CS-2026-006803,2026-06-13 16:15:00,2026-06-13 17:40:00,2026-06-16 02:27:00,Benefits Inquiry,Standard,TEAM-03,AN-022,Manual Triage,0.0,Resolved,48,No,Missing documentation,No,Mid-Market,Yes,No,No,5.42,1.42,58.2,56.78,No,10.2,13,11,20,0,0,44,Moderate
CS-2026-012052,2026-03-19 12:30:00,2026-03-19 15:08:00,2026-03-21 14:52:00,Benefits Inquiry,Low,TEAM-01,AN-004,Auto-Routed,0.0,Resolved,48,No,System data gap,No,Mid-Market,Yes,No,No,4.77,2.63,50.37,47.73,No,2.37,13,5,20,0,0,38,Moderate
CS-2026-001827,2026-04-30 13:00:00,2026-04-30 14:11:00,2026-05-01 03:06:00,Billing Correction,Urgent,TEAM-05,AN-032,Auto-Routed,0.0,Resolved,72,Yes,Policy exception required,No,Small Group,Yes,No,No,5.62,1.18,14.1,12.92,Yes,,17,25,20,0,0,62,High
CS-2026-012206,2026-03-13 13:00:00,2026-03-13 13:04:00,2026-03-15 15:16:00,Claims Dispute,Urgent,TEAM-02,AN-016,Auto-Routed,1.0,Resolved,72,Yes,Incorrect initial routing,No,Mid-Market,No,Yes,No,9.0,0.07,50.27,50.2,Yes,,26,25,0,15,0,66,High
CS-2026-009949,2026-02-24 12:45:00,2026-02-24 19:25:00,2026-02-27 08:04:00,Claims Dispute,Standard,TEAM-02,AN-016,Analyst Self-Select,0.0,Resolved,72,Yes,External party delay,No,Mid-Market,Yes,No,No,9.74,6.67,67.32,60.65,Yes,,26,11,20,0,0,57,High
CS-2026-003032,2026-03-25 07:15:00,2026-03-25 07:33:00,2026-03-29 01:38:00,Claims Dispute,Standard,TEAM-02,AN-010,Auto-Routed,0.0,Resolved,72,No,Complex eligibility,No,Mid-Market,No,No,No,9.83,0.3,90.38,90.08,No,18.38,26,11,0,0,0,37,Moderate
CS-2026-010714,2026-06-20 12:45:00,2026-06-20 14:20:00,2026-06-21 18:45:00,Coverage Termination,Urgent,TEAM-01,AN-008,Auto-Routed,0.0,Resolved,96,Yes,Missing documentation,No,Small Group,Yes,No,No,11.17,1.58,30.0,28.42,Yes,,30,25,20,0,0,75,Critical
CS-2026-013293,2026-06-30 08:45:00,2026-06-30 09:59:00,,Enrollment Change,Low,TEAM-05,AN-030,Auto-Routed,1.0,Pending Information,24,,,No,Small Group,Yes,Yes,No,6.45,1.23,,,,,9,5,20,15,0,49,Moderate
CS-2026-015427,2026-03-26 08:30:00,2026-03-26 14:18:00,2026-03-27 06:03:00,Enrollment Change,Standard,TEAM-03,AN-020,Manual Triage,0.0,Resolved,24,Yes,Incorrect initial routing,No,Enterprise,Yes,No,No,3.08,5.8,21.55,15.75,Yes,,9,11,20,0,0,40,Moderate
CS-2026-007549,2026-01-25 11:30:00,2026-01-25 14:15:00,2026-01-26 15:42:00,Enrollment Change,Standard,TEAM-03,AN-021,Manual Triage,0.0,Resolved,24,No,Missing documentation,No,Mid-Market,No,No,No,3.11,2.75,28.2,25.45,No,4.2,9,11,0,0,0,20,Low
CS-2026-003529,2026-03-18 17:15:00,2026-03-18 17:31:00,2026-03-20 08:28:00,Benefits Inquiry,Low,TEAM-01,AN-002,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Mid-Market,Yes,No,Yes,4.78,0.27,39.22,38.95,Yes,,13,5,20,0,10,48,Moderate
CS-2026-012375,2026-06-30 10:30:00,2026-06-30 11:05:00,,Billing Correction,Standard,TEAM-05,AN-029,Auto-Routed,0.0,Pending Information,72,,,No,Enterprise,No,No,No,3.73,0.58,,,,,17,11,0,0,0,28,Low
CS-2026-002470,2026-06-28 15:45:00,2026-06-28 17:30:00,2026-06-29 23:38:00,Enrollment Change,Standard,TEAM-03,AN-021,Manual Triage,0.0,Resolved,24,No,Complex eligibility,No,Small Group,No,No,No,3.33,1.75,31.88,30.13,No,7.88,9,11,0,0,0,20,Low
CS-2026-012763,2026-01-26 13:30:00,2026-01-26 15:10:00,2026-01-29 06:50:00,Authorization Review,Standard,TEAM-04,AN-026,Auto-Routed,0.0,Resolved,48,No,Complex eligibility,No,Mid-Market,No,No,Yes,4.21,1.67,65.33,63.67,No,17.33,22,11,0,0,10,43,Moderate
CS-2026-008245,2026-03-18 08:15:00,2026-03-18 11:16:00,2026-03-19 16:25:00,Billing Correction,Standard,TEAM-05,AN-032,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Small Group,Yes,Yes,No,9.34,3.02,32.17,29.15,Yes,,17,11,20,15,0,63,High
CS-2026-006973,2026-05-04 16:00:00,2026-05-04 17:00:00,2026-05-08 16:19:00,Authorization Review,Standard,TEAM-04,AN-024,Auto-Routed,1.0,Resolved,48,No,Incorrect initial routing,No,Small Group,No,No,No,9.05,1.0,96.32,95.32,No,48.32,22,11,0,0,0,33,Moderate
CS-2026-007809,2026-05-23 09:30:00,2026-05-23 11:03:00,2026-05-31 00:08:00,Authorization Review,Standard,TEAM-04,AN-027,Auto-Routed,2.0,Resolved,48,No,Complex eligibility,No,Enterprise,No,No,No,10.31,1.55,182.63,181.08,No,134.63,22,11,0,0,0,33,Moderate
CS-2026-001374,2026-06-29 08:00:00,2026-06-29 08:34:00,2026-06-30 11:42:00,Benefits Inquiry,Standard,TEAM-01,AN-001,Auto-Routed,0.0,Resolved,48,Yes,Complex eligibility,No,Small Group,No,No,No,4.59,0.57,27.7,27.13,Yes,,13,11,0,0,0,24,Low
CS-2026-012771,2026-01-12 09:30:00,2026-01-12 09:50:00,2026-01-13 09:54:00,Benefits Inquiry,Low,TEAM-01,AN-007,Auto-Routed,0.0,Resolved,48,Yes,System data gap,No,Small Group,No,Yes,Yes,3.32,0.33,24.4,24.07,Yes,,13,5,0,15,10,43,Moderate
CS-2026-003659,2026-01-18 13:15:00,2026-01-18 17:59:00,2026-01-22 16:40:00,Authorization Review,Standard,TEAM-04,AN-025,Analyst Self-Select,0.0,Resolved,48,No,Missing documentation,No,Mid-Market,Yes,Yes,No,6.47,4.73,99.42,94.68,No,51.42,22,11,20,15,0,68,High
CS-2026-015366,2026-05-30 08:30:00,2026-05-30 14:35:00,2026-05-31 11:57:00,Billing Correction,Standard,TEAM-05,AN-034,Manual Triage,0.0,Resolved,72,Yes,Policy exception required,No,Enterprise,Yes,No,No,4.21,6.08,27.45,21.37,Yes,,17,11,20,0,0,48,Moderate
CS-2026-007241,2026-03-14 15:15:00,2026-03-14 21:21:00,2026-03-15 15:26:00,Enrollment Change,Standard,TEAM-03,AN-020,Manual Triage,0.0,Resolved,24,No,System data gap,No,Mid-Market,No,No,No,2.49,6.1,24.18,18.08,No,0.18,9,11,0,0,0,20,Low
CS-2026-011295,2026-05-27 08:15:00,2026-05-27 09:15:00,2026-05-29 04:18:00,Authorization Review,High,TEAM-04,AN-027,Auto-Routed,0.0,Resolved,48,Yes,System data gap,No,Individual,No,No,No,5.06,1.0,44.05,43.05,Yes,,22,19,0,0,0,41,Moderate
CS-2026-000843,2026-05-01 12:45:00,2026-05-01 16:43:00,2026-05-02 23:41:00,Billing Correction,Standard,TEAM-05,AN-030,Auto-Routed,1.0,Resolved,72,Yes,Incorrect initial routing,No,Enterprise,No,No,No,5.39,3.97,34.93,30.97,Yes,,17,11,0,0,0,28,Low
CS-2026-003037,2026-05-20 11:15:00,2026-05-20 13:20:00,2026-05-21 08:50:00,Enrollment Change,Standard,TEAM-03,AN-018,Auto-Routed,0.0,Resolved,24,Yes,System data gap,No,Enterprise,No,Yes,No,3.86,2.08,21.58,19.5,Yes,,9,11,0,15,0,35,Moderate
CS-2026-013136,2026-04-25 17:45:00,2026-04-25 22:00:00,2026-04-27 22:39:00,Billing Correction,Low,TEAM-05,AN-031,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Mid-Market,Yes,No,No,5.92,4.25,52.9,48.65,Yes,,17,5,20,0,0,42,Moderate
CS-2026-002234,2026-03-22 14:15:00,2026-03-22 17:06:00,2026-03-24 14:36:00,Claims Dispute,High,TEAM-05,AN-033,Auto-Routed,0.0,Resolved,72,Yes,Complex eligibility,No,Small Group,No,No,No,5.69,2.85,48.35,45.5,Yes,,26,19,0,0,0,45,Moderate
CS-2026-015475,2026-04-04 08:00:00,2026-04-04 08:29:00,2026-04-07 08:03:00,Claims Dispute,Standard,TEAM-02,AN-014,Auto-Routed,0.0,Resolved,72,No,External party delay,No,Individual,No,No,No,7.34,0.48,72.05,71.57,No,0.05,26,11,0,0,0,37,Moderate
CS-2026-011058,2026-05-15 08:00:00,2026-05-15 08:50:00,2026-05-15 18:30:00,Benefits Inquiry,Standard,TEAM-01,AN-007,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Small Group,No,No,No,2.96,0.83,10.5,9.67,Yes,,13,11,0,0,0,24,Low
CS-2026-001413,2026-06-06 16:00:00,2026-06-06 16:07:00,2026-06-09 16:00:00,Benefits Inquiry,High,TEAM-01,AN-001,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Individual,Yes,Yes,No,7.53,0.12,72.0,71.88,No,24.0,13,19,20,15,0,67,High
CS-2026-008198,2026-06-13 07:30:00,2026-06-13 08:58:00,2026-06-15 19:55:00,Coverage Termination,Standard,TEAM-01,AN-004,Auto-Routed,1.0,Resolved,96,Yes,Policy exception required,No,Mid-Market,No,No,No,10.18,1.47,60.42,58.95,Yes,,30,11,0,0,0,41,Moderate
CS-2026-010684,2026-05-09 12:45:00,2026-05-09 16:39:00,2026-05-11 09:46:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Small Group,Yes,No,No,5.21,3.9,45.02,41.12,Yes,,13,11,20,0,0,44,Moderate
CS-2026-009888,2026-02-04 17:30:00,2026-02-04 18:24:00,2026-02-05 11:59:00,Claims Dispute,High,TEAM-02,AN-015,Auto-Routed,0.0,Resolved,72,Yes,System data gap,No,Enterprise,No,No,Yes,5.02,0.9,18.48,17.58,Yes,,26,19,0,0,10,55,High
CS-2026-003332,2026-05-18 17:45:00,2026-05-18 19:15:00,2026-05-21 00:17:00,Authorization Review,Low,TEAM-05,AN-032,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,No,No,6.93,1.5,54.53,53.03,No,6.53,22,5,20,0,0,47,Moderate
CS-2026-007527,2026-05-02 15:15:00,2026-05-02 17:02:00,2026-05-05 15:39:00,Authorization Review,Standard,TEAM-04,AN-025,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Small Group,No,No,No,4.81,1.78,72.4,70.62,No,24.4,22,11,0,0,0,33,Moderate
CS-2026-010932,2026-01-17 17:15:00,2026-01-17 17:30:00,2026-01-22 02:45:00,Authorization Review,Low,TEAM-04,AN-024,Auto-Routed,0.0,Resolved,48,No,External party delay,No,Enterprise,No,No,No,5.38,0.25,105.5,105.25,No,57.5,22,5,0,0,0,27,Low
CS-2026-002292,2026-03-17 09:00:00,2026-03-17 10:26:00,2026-03-21 06:34:00,Claims Dispute,Standard,TEAM-02,AN-011,Auto-Routed,0.0,Resolved,72,No,Missing documentation,No,Small Group,Yes,No,No,12.04,1.43,93.57,92.13,No,21.57,26,11,20,0,0,57,High
CS-2026-015181,2026-01-20 13:00:00,2026-01-20 18:22:00,2026-01-21 08:08:00,Claims Dispute,Urgent,TEAM-02,AN-012,Manual Triage,0.0,Resolved,72,Yes,Complex eligibility,No,Small Group,No,No,Yes,4.84,5.37,19.13,13.77,Yes,,26,25,0,0,10,61,High
CS-2026-015683,2026-01-20 10:45:00,2026-01-20 11:24:00,2026-01-21 08:02:00,Enrollment Change,Standard,TEAM-03,AN-021,Auto-Routed,0.0,Resolved,24,Yes,Incorrect initial routing,No,Individual,No,No,No,2.12,0.65,21.28,20.63,Yes,,9,11,0,0,0,20,Low
CS-2026-013466,2026-03-22 08:00:00,2026-03-22 08:48:00,2026-03-24 14:40:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Manual Triage,0.0,Resolved,48,No,Missing documentation,No,Enterprise,No,No,No,4.72,0.8,54.67,53.87,No,6.67,13,11,0,0,0,24,Low
CS-2026-003304,2026-03-13 09:00:00,2026-03-13 12:25:00,2026-03-15 07:46:00,Billing Correction,Standard,TEAM-05,AN-028,Manual Triage,0.0,Resolved,72,Yes,Incorrect initial routing,No,Small Group,No,No,No,4.72,3.42,46.77,43.35,Yes,,17,11,0,0,0,28,Low
CS-2026-015285,2026-02-15 09:30:00,2026-02-15 09:41:00,2026-02-16 07:50:00,Benefits Inquiry,Urgent,TEAM-01,AN-001,Auto-Routed,1.0,Resolved,48,Yes,System data gap,No,Mid-Market,No,No,No,5.93,0.18,22.33,22.15,Yes,,13,25,0,0,0,38,Moderate
CS-2026-007203,2026-02-27 17:00:00,2026-02-27 19:12:00,2026-03-01 07:11:00,Benefits Inquiry,Standard,TEAM-01,AN-005,Auto-Routed,0.0,Resolved,48,Yes,External party delay,No,Individual,No,No,No,4.75,2.2,38.18,35.98,Yes,,13,11,0,0,0,24,Low
CS-2026-003811,2026-03-19 10:15:00,2026-03-19 16:52:00,2026-03-21 04:27:00,Enrollment Change,Urgent,TEAM-03,AN-018,Manual Triage,1.0,Resolved,24,No,No issue identified,No,Small Group,No,Yes,No,7.34,6.62,42.2,35.58,No,18.2,9,25,0,15,0,49,Moderate
CS-2026-000210,2026-05-13 13:45:00,2026-05-13 15:39:00,2026-05-14 17:23:00,Benefits Inquiry,High,TEAM-01,AN-007,Auto-Routed,0.0,Resolved,48,Yes,Policy exception required,No,Small Group,No,No,No,4.69,1.9,27.63,25.73,Yes,,13,19,0,0,0,32,Moderate
CS-2026-010487,2026-01-25 16:00:00,2026-01-25 16:50:00,2026-01-28 06:16:00,Enrollment Change,Standard,TEAM-03,AN-018,Auto-Routed,1.0,Resolved,24,No,Policy exception required,No,Individual,No,Yes,Yes,7.47,0.83,62.27,61.43,No,38.27,9,11,0,15,10,45,Moderate
CS-2026-011633,2026-06-13 08:15:00,2026-06-13 08:18:00,2026-06-15 18:12:00,Claims Dispute,High,TEAM-02,AN-010,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Mid-Market,No,No,No,5.99,0.05,57.95,57.9,Yes,,26,19,0,0,0,45,Moderate
CS-2026-013328,2026-06-23 09:15:00,2026-06-23 10:22:00,2026-06-24 07:20:00,Benefits Inquiry,High,TEAM-01,AN-005,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Small Group,Yes,No,No,6.34,1.12,22.08,20.97,Yes,,13,19,20,0,0,52,Moderate
CS-2026-011147,2026-05-14 11:30:00,2026-05-14 17:26:00,2026-05-20 23:24:00,Claims Dispute,High,TEAM-02,AN-010,Analyst Self-Select,0.0,Resolved,72,No,Missing documentation,No,Mid-Market,Yes,Yes,No,18.62,5.93,155.9,149.97,No,83.9,26,19,20,15,0,80,Critical
CS-2026-005428,2026-03-03 10:15:00,2026-03-03 11:26:00,2026-03-04 09:30:00,Enrollment Change,High,TEAM-03,AN-018,Auto-Routed,0.0,Resolved,24,Yes,Complex eligibility,No,Small Group,No,No,Yes,3.8,1.18,23.25,22.07,Yes,,9,19,0,0,10,38,Moderate
CS-2026-012344,2026-03-10 07:15:00,2026-03-10 09:37:00,2026-03-13 05:52:00,Coverage Termination,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,96,Yes,No issue identified,No,Mid-Market,No,No,No,9.52,2.37,70.62,68.25,Yes,,30,11,0,0,0,41,Moderate
CS-2026-011798,2026-03-04 12:45:00,2026-03-04 14:43:00,2026-03-06 05:22:00,Benefits Inquiry,Low,TEAM-01,AN-007,Manual Triage,0.0,Resolved,48,Yes,External party delay,No,Individual,Yes,No,No,3.77,1.97,40.62,38.65,Yes,,13,5,20,0,0,38,Moderate
CS-2026-005053,2026-02-27 09:45:00,2026-02-27 18:01:00,2026-02-28 14:30:00,Claims Dispute,Urgent,TEAM-02,AN-011,Analyst Self-Select,0.0,Resolved,72,Yes,Missing documentation,No,Small Group,Yes,No,No,6.86,8.27,28.75,20.48,Yes,,26,25,20,0,0,71,High
CS-2026-012349,2026-04-30 13:45:00,2026-04-30 17:42:00,2026-05-01 19:32:00,Benefits Inquiry,Standard,TEAM-01,AN-005,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Mid-Market,No,No,No,2.66,3.95,29.78,25.83,Yes,,13,11,0,0,0,24,Low
CS-2026-010017,2026-05-24 17:45:00,2026-05-24 20:44:00,2026-05-25 06:14:00,Enrollment Change,High,TEAM-03,AN-022,Auto-Routed,0.0,Resolved,24,Yes,Missing documentation,No,Mid-Market,No,No,No,2.86,2.98,12.48,9.5,Yes,,9,19,0,0,0,28,Low
CS-2026-009755,2026-01-30 12:15:00,2026-01-30 15:19:00,2026-02-01 11:15:00,Billing Correction,Standard,TEAM-05,AN-032,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Mid-Market,No,Yes,No,6.68,3.07,47.0,43.93,Yes,,17,11,0,15,0,43,Moderate
CS-2026-005251,2026-01-12 14:00:00,2026-01-12 16:20:00,2026-01-14 00:38:00,Authorization Review,High,TEAM-03,AN-019,Auto-Routed,1.0,Resolved,48,Yes,System data gap,Yes,Small Group,No,No,No,7.09,2.33,34.63,32.3,Yes,,22,19,0,0,0,41,Moderate
CS-2026-002195,2026-06-09 16:45:00,2026-06-09 17:26:00,2026-06-10 21:21:00,Claims Dispute,Standard,TEAM-03,AN-017,Auto-Routed,0.0,Resolved,72,Yes,Policy exception required,No,Enterprise,No,No,No,5.26,0.68,28.6,27.92,Yes,,26,11,0,0,0,37,Moderate
CS-2026-004675,2026-05-09 13:15:00,2026-05-09 13:41:00,2026-05-10 21:18:00,Billing Correction,High,TEAM-05,AN-031,Auto-Routed,1.0,Resolved,72,Yes,External party delay,Yes,Enterprise,No,Yes,No,6.24,0.43,32.05,31.62,Yes,,17,19,0,15,0,51,Moderate
CS-2026-013884,2026-05-06 08:00:00,2026-05-06 08:36:00,2026-05-09 14:08:00,Claims Dispute,Standard,TEAM-02,AN-012,Auto-Routed,0.0,Resolved,72,No,Policy exception required,No,Mid-Market,No,Yes,No,7.08,0.6,78.13,77.53,No,6.13,26,11,0,15,0,52,Moderate
CS-2026-002429,2026-04-25 11:45:00,2026-04-25 14:58:00,2026-04-27 02:26:00,Benefits Inquiry,Standard,TEAM-01,AN-002,Manual Triage,0.0,Resolved,48,Yes,No issue identified,No,Mid-Market,Yes,No,No,5.49,3.22,38.68,35.47,Yes,,13,11,20,0,0,44,Moderate
CS-2026-008671,2026-04-13 16:30:00,2026-04-13 16:39:00,2026-04-15 05:28:00,Claims Dispute,High,TEAM-02,AN-012,Auto-Routed,0.0,Resolved,72,Yes,Policy exception required,No,Small Group,No,Yes,No,6.89,0.15,36.97,36.82,Yes,,26,19,0,15,0,60,High
CS-2026-015994,2026-03-23 14:00:00,2026-03-23 16:40:00,2026-03-26 21:57:00,Claims Dispute,Standard,TEAM-02,AN-010,Manual Triage,1.0,Resolved,72,No,External party delay,No,Enterprise,No,No,No,7.85,2.67,79.95,77.28,No,7.95,26,11,0,0,0,37,Moderate
